type,id,slug,url,current_len,current_title,raw_title,suggested_len,suggested_title
post,15498,%d7%91%d7%99%d7%95-%d7%91%d7%90%d7%99%d7%a0%d7%a1%d7%98%d7%92%d7%a8%d7%9d-%d7%9b%d7%97%d7%9c%d7%a7-%d7%9e%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%99%d7%aa-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%90,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%91%d7%99%d7%95-%d7%91%d7%90%d7%99%d7%a0%d7%a1%d7%98%d7%92%d7%a8%d7%9d-%d7%9b%d7%97%d7%9c%d7%a7-%d7%9e%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%99%d7%aa-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%90/,78,"ביו באינסטגרם - כחלק מאסטרטגיית שיווק, איך עושים את זה נכון? | קידום | ברנדיני","ביו באינסטגרם &#8211; כחלק מאסטרטגיית שיווק, איך עושים את זה נכון?",57,"ביו באינסטגרם &#8211; כחלק מאסטרטגיית שיווק, איך עושים את"
post,15699,%d7%9c%d7%99%d7%a0%d7%a7%d7%93%d7%90%d7%99%d7%9f-%d7%9c%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%90%d7%99%d7%9a-%d7%96%d7%94-%d7%a2%d7%95%d7%96%d7%a8-%d7%9c%d7%a2%d7%a1%d7%a7-%d7%95%d7%9c%d7%9e%d7%94,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%9c%d7%99%d7%a0%d7%a7%d7%93%d7%90%d7%99%d7%9f-%d7%9c%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%90%d7%99%d7%9a-%d7%96%d7%94-%d7%a2%d7%95%d7%96%d7%a8-%d7%9c%d7%a2%d7%a1%d7%a7-%d7%95%d7%9c%d7%9e%d7%94/,76,לינקדאין לעסקים - איך זה עוזר לעסק? ולמה כדאי לי להיות שם! | קידום | ברנדיני,לינקדאין לעסקים &#8211; איך זה עוזר לעסק? ולמה כדאי לי להיות שם!,40,לינקדאין לעסקים &#8211; איך זה עוזר לעסק
post,14323,%d7%98%d7%9b%d7%a0%d7%99%d7%a7%d7%95%d7%aa-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%9e%d7%95%d7%aa%d7%92-%d7%9e%d7%95%d7%9b%d7%97%d7%95%d7%aa-%d7%95%d7%99%d7%a2%d7%99%d7%9c%d7%95%d7%aa-%d7%a4%d7%95%d7%aa,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%98%d7%9b%d7%a0%d7%99%d7%a7%d7%95%d7%aa-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%9e%d7%95%d7%aa%d7%92-%d7%9e%d7%95%d7%9b%d7%97%d7%95%d7%aa-%d7%95%d7%99%d7%a2%d7%99%d7%9c%d7%95%d7%aa-%d7%a4%d7%95%d7%aa/,76,טכניקות שיווק מותג מוכחות ויעילות: פותחים את הפוטנציאל שלך | קידום | ברנדיני,טכניקות שיווק מותג מוכחות ויעילות: פותחים את הפוטנציאל שלך,54,טכניקות שיווק מותג מוכחות ויעילות: פותחים את הפוטנציאל
post,13473,%d7%9e%d7%94-%d7%94%d7%a4%d7%a1%d7%99%d7%9b%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%94-%d7%a9%d7%a2%d7%95%d7%9e%d7%93%d7%aa-%d7%9e%d7%90%d7%97%d7%95%d7%a8%d7%99-%d7%a2%d7%9e%d7%95%d7%93%d7%99-%d7%a0%d7%97,https://brndini.co.il/%d7%90%d7%aa%d7%a8%d7%99%d7%9d/%d7%9e%d7%94-%d7%94%d7%a4%d7%a1%d7%99%d7%9b%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%94-%d7%a9%d7%a2%d7%95%d7%9e%d7%93%d7%aa-%d7%9e%d7%90%d7%97%d7%95%d7%a8%d7%99-%d7%a2%d7%9e%d7%95%d7%93%d7%99-%d7%a0%d7%97/,75,מה הפסיכולוגיה שעומדת מאחורי עמודי נחיתה? למה היא קריטית? | אתרים | ברנדיני,מה הפסיכולוגיה שעומדת מאחורי עמודי נחיתה? למה היא קריטית?,56,מה הפסיכולוגיה שעומדת מאחורי עמודי נחיתה? למה היא קריטית
post,13481,%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%97%d7%9b%d7%9e%d7%95%d7%aa-%d7%9c%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%a7%d7%98%d7%a0%d7%99%d7%9d-%d7%aa%d7%92,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%97%d7%9b%d7%9e%d7%95%d7%aa-%d7%9c%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%a7%d7%98%d7%a0%d7%99%d7%9d-%d7%aa%d7%92/,75,אסטרטגיות שיווק חכמות לעסקים קטנים - תגרום לעסק שלך לגדול | קידום | ברנדיני,אסטרטגיות שיווק חכמות לעסקים קטנים &#8211; תגרום לעסק שלך לגדול,57,אסטרטגיות שיווק חכמות לעסקים קטנים &#8211; תגרום לעסק שלך
post,16476,%d7%99%d7%95%d7%a2%d7%a5-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%9c%d7%a2%d7%a1%d7%a7-%d7%a9%d7%9c%d7%9a-%d7%90%d7%99%d7%9a-%d7%94%d7%95%d7%90-%d7%99%d7%9b%d7%95%d7%9c-%d7%9c%d7%a2%d7%96%d7%95%d7%a8,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%99%d7%95%d7%a2%d7%a5-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%9c%d7%a2%d7%a1%d7%a7-%d7%a9%d7%9c%d7%9a-%d7%90%d7%99%d7%9a-%d7%94%d7%95%d7%90-%d7%99%d7%9b%d7%95%d7%9c-%d7%9c%d7%a2%d7%96%d7%95%d7%a8/,72,יועץ שיווק לעסק שלך - איך הוא יכול לעזור? במה זה כרוך? | קידום | ברנדיני,יועץ שיווק לעסק שלך &#8211; איך הוא יכול לעזור? במה זה כרוך?,59,יועץ שיווק לעסק שלך &#8211; איך הוא יכול לעזור? במה זה כרוך
post,16360,%d7%9e%d7%a2%d7%a8%d7%9b%d7%95%d7%aa-crm-%d7%94%d7%9b%d7%9c%d7%99-%d7%94%d7%97%d7%99%d7%95%d7%a0%d7%99-%d7%9c%d7%a0%d7%99%d7%94%d7%95%d7%9c-%d7%9c%d7%a7%d7%95%d7%97%d7%95%d7%aa-%d7%91%d7%a2%d7%99,https://brndini.co.il/%d7%a9%d7%99%d7%9e%d7%95%d7%a9%d7%99/%d7%9e%d7%a2%d7%a8%d7%9b%d7%95%d7%aa-crm-%d7%94%d7%9b%d7%9c%d7%99-%d7%94%d7%97%d7%99%d7%95%d7%a0%d7%99-%d7%9c%d7%a0%d7%99%d7%94%d7%95%d7%9c-%d7%9c%d7%a7%d7%95%d7%97%d7%95%d7%aa-%d7%91%d7%a2%d7%99/,72,מערכות CRM - הכלי החיוני לניהול לקוחות בעידן הדיגיטלי | שימושי | ברנדיני,מערכות CRM &#8211; הכלי החיוני לניהול לקוחות בעידן הדיגיטלי,50,מערכות CRM &#8211; הכלי החיוני לניהול לקוחות בעידן
post,15837,%d7%91%d7%a0%d7%99%d7%99%d7%aa-%d7%a7%d7%99%d7%a9%d7%95%d7%a8%d7%99%d7%9d-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%9c%d7%90-%d7%9c%d7%a7%d7%99%d7%93%d7%95%d7%9d-%d7%90%d7%95%d7%a8%d7%92,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%91%d7%a0%d7%99%d7%99%d7%aa-%d7%a7%d7%99%d7%a9%d7%95%d7%a8%d7%99%d7%9d-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%9c%d7%90-%d7%9c%d7%a7%d7%99%d7%93%d7%95%d7%9d-%d7%90%d7%95%d7%a8%d7%92/,72,בניית קישורים - המדריך המלא לקידום אורגני שנותן תוצאות | קידום | ברנדיני,בניית קישורים &#8211; המדריך המלא לקידום אורגני שנותן תוצאות,53,בניית קישורים &#8211; המדריך המלא לקידום אורגני שנותן
post,15885,%d7%9c%d7%95%d7%92%d7%95-%d7%9c%d7%a2%d7%a1%d7%a7-%d7%91%d7%a0%d7%99%d7%99%d7%aa-%d7%9e%d7%95%d7%aa%d7%92-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3,https://brndini.co.il/%d7%a2%d7%99%d7%a6%d7%95%d7%91/%d7%9c%d7%95%d7%92%d7%95-%d7%9c%d7%a2%d7%a1%d7%a7-%d7%91%d7%a0%d7%99%d7%99%d7%aa-%d7%9e%d7%95%d7%aa%d7%92-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3/,71,לוגו לעסק: למה זה חשוב? ומה השלבים לעשיית לוגו איכותי | עיצוב | ברנדיני,לוגו לעסק: למה זה חשוב? ומה השלבים לעשיית לוגו איכותי,63,לוגו לעסק: למה זה חשוב? ומה השלבים לעשיית לוגו איכותי | ברנדיני
post,12443,%d7%97%d7%91%d7%99%d7%9c%d7%aa-%d7%9e%d7%99%d7%aa%d7%95%d7%92-%d7%95%d7%9b%d7%9e%d7%94-%d7%94%d7%99%d7%90-%d7%a2%d7%95%d7%9c%d7%94,https://brndini.co.il/%d7%a2%d7%99%d7%a6%d7%95%d7%91/%d7%97%d7%91%d7%99%d7%9c%d7%aa-%d7%9e%d7%99%d7%aa%d7%95%d7%92-%d7%95%d7%9b%d7%9e%d7%94-%d7%94%d7%99%d7%90-%d7%a2%d7%95%d7%9c%d7%94/,71,חבילת מיתוג - כמה עולה חבילת מיתוג? ומה היתרונות שלה? | עיצוב | ברנדיני,חבילת מיתוג &#8211; כמה עולה חבילת מיתוג? ומה היתרונות שלה?,58,חבילת מיתוג &#8211; כמה עולה חבילת מיתוג? ומה היתרונות שלה
post,322105,%d7%9c%d7%a4%d7%a0%d7%99-%d7%a9%d7%9e%d7%97%d7%9c%d7%99%d7%a4%d7%99%d7%9d-%d7%a2%d7%99%d7%a6%d7%95%d7%91-%d7%9b%d7%9a-%d7%9e%d7%92%d7%93%d7%99%d7%a8%d7%99%d7%9d-%d7%9e%d7%98%d7%a8%d7%94-%d7%90%d7%97,https://brndini.co.il/%d7%a9%d7%99%d7%9e%d7%95%d7%a9%d7%99/%d7%9c%d7%a4%d7%a0%d7%99-%d7%a9%d7%9e%d7%97%d7%9c%d7%99%d7%a4%d7%99%d7%9d-%d7%a2%d7%99%d7%a6%d7%95%d7%91-%d7%9b%d7%9a-%d7%9e%d7%92%d7%93%d7%99%d7%a8%d7%99%d7%9d-%d7%9e%d7%98%d7%a8%d7%94-%d7%90%d7%97/,70,לפני שמחליפים עיצוב: כך מגדירים מטרה אחת ברורה לכל עמוד באתר | ברנדיני,לפני שמחליפים עיצוב: כך מגדירים מטרה אחת ברורה לכל עמוד באתר,55,לפני שמחליפים עיצוב: כך מגדירים מטרה אחת ברורה לכל עמוד
post,16788,%d7%90%d7%99%d7%9a-%d7%a2%d7%95%d7%a9%d7%99%d7%9d-%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%9c%d7%90-%d7%9c%d7%99%d7%a6%d7%99%d7%a8%d7%aa-%d7%a4,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%90%d7%99%d7%9a-%d7%a2%d7%95%d7%a9%d7%99%d7%9d-%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%9c%d7%90-%d7%9c%d7%99%d7%a6%d7%99%d7%a8%d7%aa-%d7%a4/,70,איך עושים פודקאסט - המדריך המלא ליצירת פודקאסט מוצלח | קידום | ברנדיני,איך עושים פודקאסט &#8211; המדריך המלא ליצירת פודקאסט מוצלח,52,איך עושים פודקאסט &#8211; המדריך המלא ליצירת פודקאסט
post,13815,%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%90%d7%99%d7%9a-%d7%9b%d7%95%d7%aa%d7%91%d7%99%d7%9d-%d7%9e%d7%95%d7%93%d7%a2%d7%94-%d7%9e%d7%a0%d7%a6%d7%97%d7%aa-%d7%91%d7%a4%d7%99%d7%99%d7%a1%d7%91%d7%95%d7%a7,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%90%d7%99%d7%9a-%d7%9b%d7%95%d7%aa%d7%91%d7%99%d7%9d-%d7%9e%d7%95%d7%93%d7%a2%d7%94-%d7%9e%d7%a0%d7%a6%d7%97%d7%aa-%d7%91%d7%a4%d7%99%d7%99%d7%a1%d7%91%d7%95%d7%a7/,70,ניסוח מודעות גוגל ופייסבוק - איך כותבים מודעה מנצחת? | קידום | ברנדיני,ניסוח מודעות גוגל ופייסבוק &#8211; איך כותבים מודעה מנצחת?,57,ניסוח מודעות גוגל ופייסבוק &#8211; איך כותבים מודעה מנצחת
post,322499,%d7%94%d7%a7%d7%95-%d7%94%d7%97%d7%93%d7%a9-%d7%a9%d7%9c-web-dev-%d7%9e%d7%a6%d7%99%d7%91-%d7%a8%d7%a3-%d7%a8%d7%97%d7%91-%d7%99%d7%95%d7%aa%d7%a8-%d7%9c%d7%90%d7%aa%d7%a8%d7%99%d7%9d,https://brndini.co.il/brn-magazin/%d7%94%d7%a7%d7%95-%d7%94%d7%97%d7%93%d7%a9-%d7%a9%d7%9c-web-dev-%d7%9e%d7%a6%d7%99%d7%91-%d7%a8%d7%a3-%d7%a8%d7%97%d7%91-%d7%99%d7%95%d7%aa%d7%a8-%d7%9c%d7%90%d7%aa%d7%a8%d7%99%d7%9d/,69,הקו החדש של web.dev מציב רף רחב יותר לאתרים | מגזין ברנדיני | ברנדיני,הקו החדש של web.dev מציב רף רחב יותר לאתרים,53,הקו החדש של web.dev מציב רף רחב יותר לאתרים | ברנדיני
post,14301,%d7%94%d7%92%d7%93%d7%9c%d7%aa-%d7%99%d7%97%d7%a1-%d7%94%d7%9e%d7%a8%d7%94-%d7%a4%d7%aa%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%9e%d7%aa%d7%a7%d7%93%d7%9e%d7%99%d7%9d-%d7%9c%d7%a9%d7%99%d7%95%d7%95%d7%a7,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%94%d7%92%d7%93%d7%9c%d7%aa-%d7%99%d7%97%d7%a1-%d7%94%d7%9e%d7%a8%d7%94-%d7%a4%d7%aa%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%9e%d7%aa%d7%a7%d7%93%d7%9e%d7%99%d7%9d-%d7%9c%d7%a9%d7%99%d7%95%d7%95%d7%a7/,69,הגדלת יחס המרה: פתרונות מתקדמים לשיווק הדיגיטלי שלך | אתרים | ברנדיני,הגדלת יחס המרה: פתרונות מתקדמים לשיווק הדיגיטלי שלך,61,הגדלת יחס המרה: פתרונות מתקדמים לשיווק הדיגיטלי שלך | ברנדיני
post,13564,%d7%9e%d7%94-%d7%96%d7%94-%d7%90%d7%a4%d7%99%d7%95%d7%9f-%d7%9c%d7%a7%d7%95%d7%97-%d7%95%d7%93%d7%95%d7%92%d7%9e%d7%90%d7%95%d7%aa-%d7%9c%d7%a9%d7%90%d7%9c%d7%95%d7%aa-%d7%90%d7%99%d7%a4%d7%99,https://brndini.co.il/%d7%a9%d7%99%d7%9e%d7%95%d7%a9%d7%99/%d7%9e%d7%94-%d7%96%d7%94-%d7%90%d7%a4%d7%99%d7%95%d7%9f-%d7%9c%d7%a7%d7%95%d7%97-%d7%95%d7%93%d7%95%d7%92%d7%9e%d7%90%d7%95%d7%aa-%d7%9c%d7%a9%d7%90%d7%9c%d7%95%d7%aa-%d7%90%d7%99%d7%a4%d7%99/,69,אפיון לקוח - מה זה? ודוגמאות לשאלון אפיון שיעזרו לך | קידום | ברנדיני,אפיון לקוח &#8211; מה זה? ודוגמאות לשאלון אפיון שיעזרו לך,54,אפיון לקוח &#8211; מה זה? ודוגמאות לשאלון אפיון שיעזרו
